179,10.87,3.84,55
312,10.87,3.84,55
400,10.87,3.84,55
573,10.87,3.84,55
950,10.87,3.84,55
1016,10.87,3.84,55
1083,10.87,3.84,55
1463,10.87,3.84,55
1567,10.87,3.84,55
1683,10.87,3.84,55
2068,10.87,3.84,55
2193,11.38153809,2.856951735,55
2279,11.38153809,2.856951735,55
2392,11.38153809,2.856951735,55
2478,11.38153809,2.856951735,55
2567,11.38153809,2.856951735,55
2703,11.38153809,2.856951735,55
2805,11.38153809,2.856951735,55
2890,11.38153809,2.856951735,55
2986,11.38153809,2.856951735,55
3091,11.38153809,2.856951735,55
3210,11.38153809,2.856951735,55
3321,11.38153809,2.856951735,55
3414,11.38153809,2.856951735,55
3507,11.38153809,2.856951735,55
3633,11.38153809,2.856951735,55
3725,11.38153809,2.856951735,55
3823,11.38153809,2.856951735,55
3959,11.38153809,2.856951735,55
4043,11.90957354,1.84219965,55
4210,11.90957354,1.84219965,55
4314,11.90957354,1.84219965,55
4474,11.90957354,1.84219965,55
4527,11.90957354,1.84219965,55
4618,11.90957354,1.84219965,55
4719,11.90957354,1.84219965,55
4808,11.90957354,1.84219965,55
4902,11.90957354,1.84219965,55
5043,11.90957354,1.84219965,55
5154,11.90957354,1.84219965,55
5284,11.90957354,1.84219965,55
5415,11.90957354,1.84219965,55
5494,11.90957354,1.84219965,55
5929,11.90957354,1.84219965,55
6024,11.90957354,1.84219965,55
6108,11.90957354,1.84219965,55
6209,11.90957354,1.84219965,55
6326,11.90957354,1.84219965,55
6391,11.90957354,1.84219965,55
6509,11.90957354,1.84219965,55
6711,11.90957354,1.84219965,55
6792,11.90957354,1.84219965,55
6908,11.90957354,1.84219965,55
6975,11.90957354,1.84219965,55
7063,11.90957354,1.84219965,55
7152,11.90957354,1.84219965,55
7300,11.90957354,1.84219965,55
7370,11.90957354,1.84219965,55
7510,11.90957354,1.84219965,55
7589,11.90957354,1.84219965,55
7696,11.90957354,1.84219965,55
7792,11.90957354,1.84219965,55
7855,11.90957354,1.84219965,55
7973,11.90957354,1.84219965,55
8038,11.90957354,1.84219965,55
8143,11.90957354,1.84219965,55
8358,11.90957354,1.84219965,55
8398,11.90957354,1.84219965,55
8485,11.90957354,1.84219965,55
8580,11.90957354,1.84219965,55
8636,11.90957354,1.84219965,55
8750,11.61921488,2.948221927,55
8813,11.61921488,2.948221927,55
8898,11.61921488,2.948221927,55
9065,11.61921488,2.948221927,55
9149,11.61921488,2.948221927,55
9243,11.61921488,2.948221927,55
9371,11.61921488,2.948221927,55
9498,11.61921488,2.948221927,55
9606,11.61921488,2.948221927,55
10615,11.61921488,2.948221927,55
11095,11.61921488,2.948221927,55
11173,11.61921488,2.948221927,55
11271,11.18215793,3.998826412,55
11379,11.18215793,3.998826412,55
11504,11.18215793,3.998826412,55
11642,11.18215793,3.998826412,55
11787,11.18215793,3.998826412,55
11865,11.18215793,3.998826412,55
11966,11.18215793,3.998826412,55
12057,10.84335726,5.070318152,55
12172,10.84335726,5.070318152,55
12277,10.84335726,5.070318152,55
12425,10.84335726,5.070318152,55
12505,10.84335726,5.070318152,55
12636,10.84335726,5.070318152,55
12799,10.84335726,5.070318152,55
12971,10.84335726,5.070318152,55
13042,10.84335726,5.070318152,55
13125,10.84335726,5.070318152,55
13198,10.50666245,6.129174726,55
13340,10.50666245,6.129174726,55
13569,10.50666245,6.129174726,55
13637,10.50666245,6.129174726,55
13742,10.50666245,6.129174726,55
13812,10.50666245,6.129174726,55
13938,10.50666245,6.129174726,55
14056,10.50666245,6.129174726,55
14160,10.50666245,6.129174726,55
14230,10.50666245,6.129174726,55
14392,10.21496879,7.349340341,55
14462,10.21496879,7.349340341,55
14525,10.21496879,7.349340341,55
