179,10.87,3.84,55
312,10.87,3.84,55
400,10.87,3.84,55
573,10.87,3.84,55
950,10.87,3.84,55
1016,10.87,3.84,55
1083,10.87,3.84,55
1463,10.87,3.84,55
1567,10.87,3.84,55
1683,10.87,3.84,55
2068,10.87,3.84,55
2193,10.95764579,3.671566705,55
2279,11.02966421,3.533165325,55
2392,11.08909731,3.418949767,55
2478,11.13829107,3.324411658,55
2567,11.17909393,3.245998763,55
2703,11.21298574,3.180867193,55
2805,11.24116511,3.126713484,55
2890,11.26461109,3.081656188,55
2986,11.28412811,3.04414935,55
3091,11.30037999,3.012917301,55
3210,11.31391611,2.98690427,55
3321,11.32519209,2.965234654,55
3414,11.33458636,2.947181218,55
3507,11.34241354,2.932139335,55
3633,11.34893539,2.919605964,55
3725,11.35436981,2.909162375,55
3823,11.35889822,2.900459897,55
3959,11.36267174,2.893208129,55
4043,11.4538256,2.71803321,55
4210,11.52978565,2.572056992,55
4314,11.59308483,2.450411811,55
4474,11.64583364,2.349041792,55
4527,11.68979069,2.264567335,55
4618,11.72642139,2.194172277,55
4719,11.75694689,2.135509916,55
4808,11.78238474,2.086624723,55
4902,11.80358292,2.045887125,55
5043,11.82124805,2.011939162,55
5154,11.83596898,1.983649215,55
5284,11.84823642,1.960074271,55
5415,11.85845928,1.940428491,55
5494,11.86697832,1.924057012,55
5929,11.87407753,1.910414115,55
6024,11.87999353,1.899045036,55
6108,11.88492353,1.889570804,55
6209,11.88903187,1.881675611,55
6326,11.89245548,1.875096284,55
6391,11.89530849,1.869613511,55
6509,11.897686,1.865044534,55
6711,11.89966726,1.861237054,55
6792,11.90131831,1.858064153,55
6908,11.90269418,1.855420069,55
6975,11.90384074,1.853216666,55
7063,11.90479621,1.851380497,55
7152,11.90559243,1.849850356,55
7300,11.90625595,1.848575238,55
7370,11.90680888,1.84751264,55
7510,11.90726966,1.846627142,55
7589,11.90765364,1.845889227,55
7696,11.90797362,1.845274297,55
7792,11.90824028,1.844761856,55
7855,11.90846249,1.844334822,55
7973,11.90864766,1.84397896,55
8038,11.90880198,1.843682408,55
8143,11.90893057,1.843435282,55
8358,11.90903773,1.843229343,55
8398,11.90912704,1.843057728,55
8485,11.90920145,1.842914715,55
8580,11.90926347,1.842795537,55
8636,11.90931515,1.842696223,55
8750,11.8609651,2.026950507,55
8813,11.8206734,2.180495744,55
8898,11.78709698,2.308450107,55
9065,11.75911663,2.415078744,55
9149,11.73579967,2.503935941,55
9243,11.71636887,2.577983606,55
9371,11.70017654,2.639689992,55
9498,11.68668293,2.691111982,55
9606,11.67543825,2.733963639,55
10615,11.66606769,2.769673354,55
11095,11.65825889,2.799431449,55
11173,11.65175155,2.824229862,55
11271,11.57348595,3.019995954,55
11379,11.50826461,3.183134364,55
11504,11.4539135,3.319083038,55
11642,11.4086209,3.432373601,55
11787,11.37087707,3.526782403,55
11865,11.33942388,3.605456404,55
11966,11.31321289,3.671018072,55
12057,11.23490362,3.904234752,55
12172,11.16964589,4.098581986,55
12277,11.11526445,4.260538013,55
12425,11.06994659,4.39550137,55
12505,11.0321817,4.507970834,55
12636,11.00071096,4.601695387,55
12799,10.97448535,4.679799181,55
12971,10.95263067,4.744885676,55
13042,10.93441843,4.799124422,55
13125,10.91924157,4.844323377,55
13198,10.85047838,5.058465269,55
13340,10.79317573,5.236916845,55
13569,10.74542352,5.385626492,55
13637,10.70563,5.509551197,55
13742,10.67246875,5.612821785,55
13812,10.64483436,5.698880609,55
13938,10.62180571,5.770596295,55
14056,10.60261517,5.830359367,55
14160,10.58662305,5.880161926,55
14230,10.57329628,5.92166406,55
14392,10.51357503,6.159610107,55
14462,10.46380732,6.357898479,55
14525,10.42233423,6.523138789,55
